gene_name,SRR34947105,SRR34947106,SRR34947115,SRR34947116,SRR34947127,SRR34947128,SRR34947132,SRR34947133
ANO2,3,1,5,4,2,6,3,4
FERRY3,29,28,138,99,100,25,92,92
SCML1,19,34,135,118,201,47,280,233
WWC3,13,2,92,94,128,30,93,60
ARHGAP6,0,2,34,30,25,6,21,32
FAM184B,0,0,1,0,2,0,1,1
MAP4,127,100,1491,1149,809,279,1246,1005
GOPC,21,3,90,87,45,17,134,145
ROS1,0,0,0,0,0,0,0,0
USP28,12,22,76,73,122,23,245,210
HDAC9,17,6,252,210,96,27,204,179
TSPAN17,20,25,125,142,110,23,116,156
NOP16,100,112,349,319,372,115,847,786
CC2D2A,30,33,167,120,104,17,134,93
RRM2B,40,43,97,106,227,57,282,239
ZNF800,21,29,57,44,41,22,111,76
TNFRSF17,0,0,0,0,0,0,0,0
SNX29,9,6,102,91,45,16,96,75
LMO3,6,3,2,0,26,7,106,125
MRPS10,168,129,468,404,382,136,705,590
GUCA1A,0,0,0,0,0,0,0,0
RSF1,164,113,411,445,614,239,793,790
VPS13D,14,5,78,64,56,21,80,75
CELF2,24,7,70,68,96,44,135,134
FAM120A,48,48,291,221,231,63,280,237
R3HDM1,69,52,130,105,261,84,428,423
COL9A2,0,0,24,19,1,0,2,13
KITLG,32,21,100,68,121,35,250,170
ERCC8,25,16,56,36,105,34,136,123
ADAMTS6,1,0,1,4,12,2,2,6
H6PD,1,4,135,112,38,12,41,40
VAMP3,54,49,353,249,194,50,268,253
PER3,2,0,10,13,9,2,22,20
UTS2,0,0,0,0,0,0,0,0
TNFRSF9,5,8,10,9,39,2,5,7
EPN3,0,0,0,0,0,2,0,0
LTBP1,18,10,353,243,91,15,77,58
RCN1,223,155,1014,750,733,242,1192,1208
ELN,0,1,12,22,7,0,16,12
RFC2,201,125,185,146,544,197,797,755
ARID1B,13,13,77,38,82,30,116,145
CLPTM1L,3,17,66,54,80,26,93,139
NEDD4L,13,4,31,25,42,12,50,78
FOXP3,0,0,1,0,1,0,0,0
PPP1R3F,1,0,1,2,10,2,11,14
HEXB,32,26,389,340,138,40,136,164
PTCD2,17,9,63,50,86,29,88,73
NEXMIF,0,3,35,35,10,0,4,1
JKAMP,90,62,202,203,238,92,374,328
DKK3,14,9,40,47,48,10,38,62
ARHGEF5,0,0,9,7,0,0,0,0
NFE2L3,0,0,10,4,9,0,1,2
MCUR1,48,32,91,80,135,37,215,186
LIMA1,159,140,1445,1110,412,102,369,297
LETMD1,16,22,40,64,30,26,75,58
SLC4A8,21,13,14,3,106,21,83,68
LAMC3,3,0,16,10,30,8,31,19
PTGER3,0,0,0,0,0,0,0,0
TNIP3,0,0,9,7,0,0,4,1
MAPK9,6,8,34,21,21,7,48,32
COL23A1,0,0,14,19,5,1,6,0
BCAR1,10,11,147,131,60,14,63,83
FHIP1B,5,6,28,26,18,2,37,46
HERPUD1,38,25,159,120,109,36,175,215
HOMER3,9,10,64,61,31,7,77,87
RAD51,25,13,26,20,99,23,124,122
POLQ,11,8,13,8,57,7,82,69
PIK3CB,15,7,44,23,73,15,62,68
CYBA,0,0,13,12,0,0,6,2
THOC3,3,0,7,1,7,0,18,17
HEBP2,39,31,225,174,139,18,229,204
MPHOSPH9,47,31,32,40,149,29,161,130
PLEKHA5,30,40,69,42,207,59,314,250
PRSS8,0,0,0,0,0,0,0,0
SIKE1,83,50,264,229,243,73,341,276
RRP12,8,10,38,22,54,9,109,70
FNIP2,8,10,44,20,49,28,67,43
MSMO1,194,182,1018,889,651,227,1146,1153
TTC17,36,27,151,126,119,43,158,148
ALX4,1,0,202,162,6,2,23,11
FSTL4,1,0,0,0,2,2,0,1
FOXN3,9,7,91,85,93,28,135,126
METTL24,5,4,0,5,14,2,17,5
AKR7A2,214,196,552,473,503,163,832,913
MRTO4,248,197,402,380,520,96,1133,1055
NNAT,0,0,224,223,107,20,9,3
USE1,48,49,193,196,76,18,170,179
MCF2L2,1,0,0,0,2,0,9,15
NRIP2,0,2,3,0,1,0,1,1
LAMA3,0,0,10,3,4,0,1,0
AP5M1,37,39,111,109,106,30,125,124
ANAPC4,35,29,115,74,129,48,197,173
KCNQ1,0,0,0,0,3,0,0,0
TRAPPC3,103,101,570,533,338,92,419,349
THRAP3,266,187,969,821,1532,396,2084,2118
PHPT1,459,364,1263,1275,1125,270,1477,1596
ENTPD2,0,0,0,0,0,0,0,1
LY75,0,0,0,0,0,0,0,0
ARID4B,113,82,298,259,448,139,527,517
OPN3,3,0,3,4,5,1,13,12
SDCCAG8,32,61,155,129,153,26,184,164
PTPRN,3,0,11,8,9,2,10,6
HHAT,0,1,15,26,20,12,25,15
KIF1B,63,58,168,154,343,79,473,437
FOXC1,0,0,28,16,1,0,7,5
TBC1D22A,28,21,141,96,91,34,140,123
SYNE2,61,53,53,30,249,42,383,332
PLEKHH1,5,0,2,3,22,9,36,31
ATP9A,6,6,92,46,34,13,53,57
SPO11,0,0,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0,0,0
CHRDL2,0,0,0,0,0,0,0,0
FAM168A,4,11,48,35,49,15,68,73
RELT,0,6,11,1,13,5,34,34
GALC,20,4,71,38,64,20,38,30
NOP58,294,171,631,460,1009,217,1891,2049
SZRD1,240,201,847,642,616,178,1025,914
KCNH2,8,1,13,5,26,4,26,27
CUL1,115,99,267,243,387,102,478,582
FAM114A2,33,18,180,135,132,45,210,204
CYFIP2,46,55,206,173,332,82,503,539
TAB2,21,3,107,98,66,38,103,81
GINM1,60,72,415,388,177,52,214,227
EIF2AK2,25,17,106,91,120,30,103,92
USP36,19,13,98,79,103,27,134,188
KMT2C,29,18,144,97,179,44,181,122
MCOLN3,0,0,0,1,0,0,0,0
CCDC85A,0,0,0,0,0,0,1,0
PUM2,39,32,88,87,166,42,228,203
MRPL43,77,49,129,136,205,45,300,301
ITIH4,0,0,1,3,0,0,2,0
ITIH1,0,0,0,0,0,0,0,0
HPF1,319,224,472,416,713,205,876,1004
ZFR,170,133,601,416,835,255,1080,1065
ZNF280C,5,7,12,12,68,12,69,54
NPFFR2,2,0,18,11,0,2,0,3
PHF21B,17,9,8,3,35,10,99,103
TRAF1,0,0,8,6,0,0,6,0
RC3H2,45,38,129,120,171,27,213,178
IL17RB,4,0,6,6,8,6,25,30
TRAF3IP2,0,1,45,40,4,0,5,4
GYG2,25,12,36,36,200,39,119,162
DCBLD2,17,9,187,114,106,36,184,165
SERPINB3,0,0,0,0,0,0,0,0
SOAT1,26,9,48,69,96,28,120,141
PKP2,12,7,62,34,63,10,67,39
MSH4,0,0,2,0,0,0,0,0
F7,2,0,0,1,0,0,0,0
GDI2,427,353,1152,807,1112,376,2551,2261
PRDM1,2,0,0,2,6,4,1,0
ATG5,92,68,225,187,205,46,320,328
TMCC3,1,1,1,9,19,4,1,4
PITHD1,35,30,164,210,106,38,283,279
MTA3,19,11,76,75,77,22,93,103
USP13,11,5,24,13,32,7,29,39
ATP11B,13,2,47,50,59,12,49,49
LAMC2,0,0,6,7,0,0,0,0
CDK14,22,15,146,117,64,21,88,113
SEC61A1,145,124,1187,1088,585,128,1130,1017
PPP1R12A,76,33,410,442,373,119,539,520
RASGRF1,0,1,3,3,2,0,1,0
CAMK2B,0,0,0,0,2,1,2,6
CROCC,9,5,13,17,26,3,37,61
POLR3E,24,15,24,35,88,22,149,187
ATP2B4,74,60,1212,942,658,111,290,298
ZC3H11A,0,0,0,0,1,0,0,0
RIOK2,35,23,105,58,99,24,192,157
YIPF1,19,21,80,60,78,25,110,120
NDC1,20,17,33,26,139,34,185,234
DGKG,0,0,0,0,3,0,0,0
FLYWCH1,15,7,48,52,25,6,47,44
UNKL,13,10,54,40,57,6,101,95
TBXAS1,2,1,2,3,13,0,28,26
PARP12,0,0,2,0,3,2,0,0
ALDH18A1,39,44,261,196,255,75,382,476
TARBP1,3,1,7,3,13,2,18,27
GATB,58,37,94,116,110,26,240,255
MXD1,2,2,11,19,25,3,23,25
CDK17,27,10,73,38,124,9,105,113
DNAJC25,6,4,15,11,14,7,35,21
SLC2A3,43,25,216,154,388,122,229,185
PSD,0,1,3,2,3,8,19,17
CTDP1,1,1,16,3,6,4,19,20
YBX3,53,16,328,300,161,45,395,286
STYK1,0,1,0,0,0,0,0,0
WNK1,59,27,198,221,445,99,399,394
RPS17P5,0,0,0,0,0,0,0,0
CCAR1,134,95,378,346,567,217,959,901
OGFR,8,0,18,18,27,2,42,30
GNA15,0,0,0,0,0,0,0,0
CREB3L3,0,0,0,0,0,0,0,0
PIGV,5,6,22,20,17,4,16,22
PTPRU,0,2,11,11,2,1,3,5
SNRNP40,119,60,103,107,431,139,633,672
RIMBP2,0,0,19,3,6,3,1,0
COL11A1,134,81,3773,2700,442,107,463,286
QSER1,24,19,88,86,125,35,132,118
MPC1,152,107,321,287,213,46,550,390
ACAA1,46,24,148,141,81,23,136,155
BCAT1,105,55,385,332,510,155,1272,1302
HDAC7,18,16,159,174,141,20,176,199
LZTS1,12,8,60,46,50,9,83,48
PRDM6,1,0,23,25,0,0,0,0
WNT8A,0,0,0,0,0,0,0,0
SPAG4,0,1,11,5,3,0,7,3
NCKAP1,41,41,156,124,141,35,229,162
MRPS35,142,99,419,331,280,101,744,629
GUCY1B1,55,51,48,55,132,10,106,79
SFSWAP,67,50,241,256,336,81,539,457
TNK2,13,1,7,10,10,5,27,21
MON2,24,11,120,81,57,24,99,81
CDH3,0,0,11,3,3,0,1,5
ARSF,2,0,0,0,1,0,3,0
GPBP1,135,134,329,263,510,117,651,630
DGAT2,0,0,5,2,2,0,4,3
ZNF112,1,2,4,0,1,2,9,14
CS,30,24,118,141,162,73,280,314
LTK,0,0,2,0,0,0,0,1
MRPS24,0,0,1,3,2,0,4,5
ELMO2,11,3,43,41,28,8,92,55
WAPL,35,13,74,71,101,15,159,171
VMP1,144,97,463,426,448,111,539,513
APPBP2,18,20,138,105,64,26,93,79
POLD1,20,28,31,46,137,29,271,325
SEZ6,4,1,0,2,7,0,4,4
EIF4B,162,89,1218,827,540,214,940,798
SLC6A16,1,3,4,1,3,3,5,4
BICRA,3,2,8,3,20,2,10,27
SPHK2,7,14,22,27,17,7,49,50
RPL18,1344,1071,4086,4127,2840,835,6064,6553
CA11,21,9,86,71,89,21,69,48
ISOC2,218,207,563,627,465,170,862,885
U2AF2,66,44,122,118,196,38,352,397
EPN1,11,8,162,104,126,35,165,185
MED29,22,12,79,99,108,24,119,167
AHRR,0,0,3,2,0,0,0,0
GSC2,0,0,0,0,0,0,0,0
ZNF275,7,5,64,39,49,22,58,50
MTMR1,5,2,17,20,19,3,21,17
GPC1,100,94,170,180,348,76,278,276
ADCK1,5,4,11,13,15,6,15,27
HAGH,36,15,78,75,117,26,94,126
RNF4,63,43,212,198,226,56,395,406
CASP8,12,2,73,39,11,1,11,7
LIMCH1,67,35,272,237,285,79,650,510
INTS13,39,19,149,143,168,69,330,311
TM7SF3,37,17,67,63,154,46,269,233
DLX3,0,0,0,0,0,0,0,0
SPA17,28,15,34,34,59,20,122,138
TSPAN32,0,0,0,0,0,0,2,0
CCN5,0,0,1,3,0,0,0,0
DMRT3,0,0,0,0,0,0,0,0
ST3GAL6,0,0,3,0,8,4,9,32
ATP2C2,1,0,0,1,3,5,4,3
NGFR,0,2,3,4,40,10,43,46
CDON,35,30,279,227,141,29,120,97
TAF2,26,20,104,103,151,32,199,198
HIPK2,81,71,227,243,646,130,689,633
TNPO3,58,77,244,187,360,102,664,521
BORCS8-MEF2B,0,0,0,0,0,0,0,0
RFXANK,114,69,395,312,373,87,492,498
TMEM161A,28,16,120,102,164,28,222,201
LPAR2,19,13,46,36,52,6,198,184
CTSA,24,25,307,361,135,37,145,140
SUGP2,104,44,280,246,414,118,586,596
SLC12A2,17,4,77,55,72,13,89,93
SNX24,46,19,118,104,83,33,165,164
EYA2,1,1,0,1,2,8,1,0
CNN2,148,75,2021,1636,668,190,1120,980
ABCA7,2,3,20,33,12,1,3,9
SNCAIP,9,5,48,30,25,10,78,85
DDX20,33,18,57,41,124,35,210,200
BTBD1,21,15,108,94,66,12,115,93
FAR2,0,0,71,56,4,1,9,8
BCAS1,0,0,2,0,1,0,1,2
POU1F1,0,0,0,0,0,0,0,0
CHI3L2,0,0,1,2,0,0,0,0
SBNO2,5,6,37,39,26,6,26,21
PMS1,69,35,127,96,212,54,314,336
HMG20B,58,52,267,240,205,48,255,231
CALCRL,4,2,37,36,13,11,21,22
TAF11,151,131,324,287,304,81,466,524
ANKS1A,15,7,88,78,76,14,150,136
AP3D1,71,59,408,463,404,114,581,569
ZNF76,15,16,61,38,61,16,117,147
NHERF2,0,0,13,39,5,2,8,8
NTHL1,42,42,49,76,139,42,307,401
BLTP3A,24,7,16,20,73,13,125,105
GNAI3,356,240,920,662,874,209,1310,1012
IPO5,174,113,476,371,725,257,1572,1541
OAT,24,15,280,221,76,27,150,115
WDR3,37,47,176,118,231,60,482,346
PKN2,29,30,75,64,126,39,125,147
WDR18,75,47,207,160,258,53,468,483
TRAM2,3,9,190,139,43,12,132,83
NTN1,0,0,21,14,11,6,27,18
GLP2R,0,0,0,3,0,0,0,0
MCM10,77,72,22,22,319,54,441,495
DGKA,6,1,85,68,7,5,15,17
ERBB3,0,0,9,5,0,0,3,1
ROPN1,0,0,0,0,0,0,0,0
ANKRD44,10,8,23,24,24,13,9,11
KARS1,176,134,658,541,472,169,1125,1135
ADAT1,26,25,135,72,142,29,155,170
PDIA5,31,25,194,162,114,21,79,61
TBC1D22B,2,7,29,22,17,6,39,25
NDUFB4,306,275,733,716,738,186,1152,1178
SPEN,52,15,108,93,197,69,266,250
MYLK,20,17,98,102,148,45,90,93
ZC3H15,146,130,373,369,585,161,917,963
MAP2K4,23,19,84,61,79,35,115,149
PACC1,38,37,64,69,103,44,181,128
SNAP91,3,2,1,0,0,4,1,5
SLK,35,30,92,92,149,49,154,145
CYB5R4,57,20,115,63,87,21,131,136
COL17A1,1,0,0,0,20,7,7,7
GSTO2,3,1,11,3,1,2,7,2
SEC61A2,25,12,24,33,71,20,113,101
PRKCQ,0,0,0,0,14,4,24,20
TLE2,0,0,11,5,0,0,0,2
ASB1,13,10,55,43,76,36,84,125
FAM107B,16,12,71,45,41,12,88,81
ME1,8,26,304,335,83,16,95,54
TBC1D1,29,12,120,58,90,25,164,119
CDK13,7,13,52,54,84,21,97,90
MTHFD2,136,98,312,226,418,94,1041,1062
SLC9A7,7,0,1,0,38,6,9,8
FOXJ2,2,3,20,13,16,8,33,25
YBX1,2428,2058,7912,6406,6252,6667,15306,11553
PDE4A,1,3,35,45,16,1,27,25
PPP2R5A,14,3,68,46,25,8,24,23
CTNNA2,12,13,10,0,75,16,32,35
ELAVL1,41,8,91,77,162,42,254,315
TIE1,0,0,0,0,0,0,0,3
DIP2B,20,19,85,84,58,21,110,66
SMARCD1,96,57,180,143,327,97,614,678
KDM4A,7,1,32,28,31,5,31,40
NFYC,26,11,84,77,120,46,185,195
ZMYND12,0,0,4,1,0,0,0,1
SLC9A3,1,1,6,4,18,0,11,17
NGEF,1,2,2,0,0,0,0,0
ASPM,69,66,69,50,266,57,351,237
CD84,0,0,0,0,0,0,0,0
ELOVL1,56,26,383,386,256,48,239,244
SPI1,0,0,0,0,0,0,0,0
POLR1H,96,59,132,114,160,27,329,365
MPPED2,0,0,33,38,4,0,13,7
CLDN18,0,0,2,1,0,0,0,3
ZBTB11,6,5,14,9,12,2,26,23
ATXN3,31,25,42,52,105,21,156,150
GOLGA5,33,36,283,177,118,18,181,146
FGFR2,15,18,126,105,105,16,123,140
LRRC40,52,45,78,52,99,36,155,140
ISOC1,26,26,17,17,101,29,144,165
EML1,14,10,45,63,56,20,178,145
TRMT11,70,58,142,107,154,60,271,279
THUMPD1,22,12,100,64,111,19,137,143
MSANTD3,38,20,47,37,57,23,109,154
KIF26A,0,0,9,10,4,0,31,27
ATG2B,9,4,42,29,42,11,32,38
ARFGEF1,37,14,84,49,69,15,137,138
ACSM2B,0,0,2,3,1,1,4,0
ZFAT,7,10,8,7,15,4,30,11
MTFR1,75,50,206,103,232,42,390,371
STAG3,0,1,4,1,5,3,4,7
FECH,18,9,137,70,43,14,83,53
MYO9A,21,9,119,84,104,18,99,106
DDX3Y,35,22,241,163,0,1,0,0
PFKP,56,25,59,68,205,82,261,211
IDI1,471,343,1142,988,734,233,1878,1719
SP100,0,0,200,163,4,1,6,9
KLF6,84,39,1077,907,340,75,401,369
PLPP1,11,6,78,87,35,12,41,29
NEO1,33,21,122,94,221,38,158,125
TRAM1,154,120,1074,703,345,122,487,442
PHKA1,0,2,3,2,17,2,15,7
TNFRSF1A,54,50,463,382,223,59,230,207
CACNB1,0,0,15,11,16,6,18,25
EVI5,24,12,160,127,58,17,92,53
STOML1,8,13,86,72,36,12,54,46
PKM,683,531,2169,1956,2746,579,3625,3596
DHX29,113,122,422,357,551,121,721,681
DNTTIP2,282,248,885,748,1254,292,1923,1715
METTL22,25,21,110,94,89,21,168,156
TP53BP1,113,95,529,396,538,120,655,605
TRO,29,23,113,106,86,26,175,176
RRP15,84,83,202,200,226,45,287,288
RHOA,40,25,255,254,180,51,219,209
DHX8,32,37,136,100,141,34,151,169
PMS2P4,0,0,0,0,0,0,0,0
PRKCZ,7,4,18,12,27,12,52,83
ZFY,11,5,51,22,0,0,0,0
IARS2,90,82,324,255,359,89,555,488
SYT1,42,40,14,16,121,35,284,283
NAV3,3,0,230,216,15,2,63,58
IDH3G,30,34,279,241,200,43,220,246
ROGDI,6,10,51,64,27,7,39,49
PDZD4,12,9,10,8,37,6,60,65
ATP2B3,0,0,0,0,0,0,0,3
ROCK1,79,55,317,279,329,93,377,304
CBFB,7,9,34,21,30,3,68,53
PDK3,29,8,14,16,147,45,71,88
HYAL2,74,40,258,258,211,42,257,356
HDAC4,0,1,15,13,24,6,38,36
RASSF1,17,20,51,89,89,23,112,116
FGFR3,28,27,7,3,78,46,136,161
IFI35,10,14,89,87,10,1,3,3
HEATR6,43,31,110,93,154,43,280,198
COASY,9,16,111,82,106,31,153,195
PLEKHH3,8,6,22,18,15,9,46,58
MEF2A,26,22,123,116,109,37,135,141
OTUD5,9,5,36,47,69,24,25,48
TFE3,14,12,95,101,87,14,64,51
TBC1D25,2,2,22,12,13,0,12,8
ACSL4,49,57,202,130,362,102,521,378
INPP5A,10,0,15,7,4,0,11,12
GPKOW,29,19,113,82,122,32,150,161
GRIPAP1,86,43,230,179,518,140,297,345
FTSJ1,51,47,183,174,125,45,193,204
PRR11,62,48,107,90,339,125,506,494
REEP1,9,3,9,18,19,5,78,80
ATP11A,14,2,16,16,59,21,44,63
POLR1A,179,17,125,108,129,28,247,241
LAPTM4A,183,115,1844,1583,309,108,357,320
TTC7A,13,1,30,17,26,11,60,31
IP6K2,150,110,433,383,497,153,675,697
STON1-GTF2A1L,1,2,0,4,1,1,4,4
SRBD1,37,18,104,106,115,38,237,155
KIF2A,97,70,201,168,364,112,516,458
RASGRP2,5,0,2,4,13,3,0,9
PSME4,32,27,111,84,66,21,161,115
IFT80,28,26,50,54,55,25,98,84
SIRT2,65,45,286,286,170,51,228,193
ERLEC1,102,82,502,435,319,75,332,326
PPP2R5B,8,8,21,29,19,3,49,25
PYGM,0,0,9,5,28,12,3,8
PAGE1,0,0,0,0,0,0,0,0
PITX1,0,0,46,31,0,0,0,0
TRPC7,1,0,1,0,0,0,0,0
MAST4,1,1,42,35,22,3,30,22
ADGRF5,0,0,0,0,4,0,0,1
SDK2,26,23,237,189,369,127,338,292
ADAM7,0,0,0,0,0,0,0,0
NUP133,25,15,39,50,96,24,108,84
NUCKS1,950,595,2546,2099,5126,1171,5766,5783
VPS35,278,177,866,692,990,237,1260,1134
DNAJA2,183,156,448,366,460,139,834,904
BCL3,3,0,15,7,35,5,23,29
KCNAB2,6,1,20,2,10,1,12,20
ABCC9,4,4,7,3,23,1,5,12
GAL,3,0,1,0,19,3,5,3
CLEC2D,0,1,5,11,2,2,3,10
FUNDC1,45,39,87,99,237,57,185,150
MAOB,0,0,5,2,3,2,0,1
RORA,1,0,6,5,9,1,10,4
DRD4,0,0,0,0,0,0,1,1
TGFBR3,15,1,259,189,34,6,60,73
PLA2G10,0,0,0,0,1,0,0,0
HES2,2,1,1,0,2,0,1,3
ATP1B3,191,178,763,794,547,177,980,896
NEDD4,5,5,96,96,34,16,58,56
PIGB,2,4,8,16,22,1,20,12
MAPK6,79,58,194,159,227,49,401,311
GNB5,27,37,113,98,164,33,188,172
RAB27A,8,10,74,73,31,9,45,45
HDHD5,73,32,125,103,227,51,298,332
UFD1,248,167,539,460,489,129,779,792
LRP6,21,21,80,62,101,27,100,127
GUCY2C,0,0,0,0,0,0,0,0
SCT,0,0,1,2,0,0,5,0
PHRF1,31,24,136,100,113,22,177,159
ELP1,24,25,73,77,152,42,241,265
NUCB2,185,127,1364,1158,847,175,718,698
PFN2,292,228,921,813,1037,298,1042,1039
PTPN3,0,2,25,23,6,2,1,4
SPTB,0,0,0,1,0,0,1,0
DAPP1,0,0,1,0,1,1,0,0
FGF10,2,0,14,6,14,3,9,5
SLC44A1,9,6,21,7,24,5,24,28
TMEM260,9,7,85,46,47,22,81,78
SMG6,38,23,125,91,204,41,288,315
EXOC5,69,32,165,121,155,48,255,225
CLTCL1,5,2,14,6,1,3,25,17
FGF22,0,0,0,0,0,0,2,2
FSTL3,3,3,94,90,12,8,37,26
DGCR2,31,49,185,189,225,43,309,313
RNF126,31,15,71,84,112,39,195,195
MNT,20,5,63,84,116,14,90,110
ZXDC,6,13,10,15,24,3,29,23
JMJD6,25,12,100,90,78,27,122,164
POLB,56,41,78,77,118,25,242,212
ST6GALNAC1,0,0,0,0,0,0,0,0
WIPI1,7,1,311,220,38,6,33,32
FRMPD1,0,1,3,1,2,0,2,5
GBA2,5,0,20,30,21,3,48,34
NDST1,24,11,194,179,155,25,178,241
ASNS,62,53,80,35,218,91,549,584
AP3M2,40,38,125,80,182,61,304,316
CNGB1,0,0,0,1,0,1,9,13
ST6GALNAC2,0,0,0,0,0,0,0,0
CHAT,0,0,0,0,0,0,2,2
PABPC1,278,221,1572,1809,1728,650,2653,2414
TESK2,0,0,0,5,0,0,0,0
CFAP20,70,64,160,137,214,48,342,306
CSNK2A2,6,3,30,24,28,13,46,47
PTPN21,6,2,47,41,25,12,36,37
EIF2B3,127,68,320,286,433,115,648,621
CAMK2A,0,2,4,0,3,3,7,0
TCOF1,45,34,176,161,396,76,579,543
CDC42,1,4,2,6,2,1,4,6
OSBPL3,16,15,37,21,48,7,86,77
EPHA8,0,0,0,0,0,0,0,0
SLC12A3,0,0,0,0,0,0,0,0
RAD18,57,48,123,92,254,60,338,392
ATP2B1,73,65,596,533,475,109,524,498
TRPM5,0,0,0,0,0,0,0,0
NCK2,18,12,103,84,33,9,79,117
MAP4K4,75,45,359,305,308,110,453,406
MGAT4A,5,4,1,2,31,1,44,46
RPL31,3046,2330,8291,8132,4874,1233,9574,10763
WDR1,128,109,1328,1245,655,192,930,849
SNX13,54,48,227,175,183,36,204,202
MS4A12,0,0,0,0,0,0,0,0
ARHGAP10,26,16,108,115,90,13,41,45
RPS6KA2,32,8,125,147,94,28,208,188
ING3,87,52,112,86,266,61,415,317
VASH1,3,3,26,30,43,4,67,40
LMCD1,23,18,509,320,83,24,109,110
BUD23,166,146,454,404,633,159,1053,1070
SEL1L,43,44,508,334,305,69,337,281
TRIP13,45,27,59,20,130,40,280,248
ATP6AP1,97,106,397,393,518,131,499,560
TCF3,104,54,301,284,520,87,780,735
TRIB2,72,56,110,60,173,36,247,250
DAZAP1,20,25,57,47,88,20,151,122
MBD3,16,9,29,64,59,28,152,120
PRLH,0,0,0,0,0,0,0,0
HLTF,65,33,129,99,250,69,234,248
FAM50A,41,19,133,146,96,26,165,228
FAM3A,41,22,102,138,90,20,144,131
CPSF1,31,25,135,133,219,73,408,452
MYO3B,0,0,0,0,0,0,3,0
CYBRD1,9,7,184,207,6,4,9,11
CDH19,0,0,0,0,0,0,0,0
PDCD2,71,71,154,136,160,37,338,323
SLC6A15,4,4,0,0,0,0,17,13
RDH11,170,101,703,534,608,102,855,777
PRKACA,23,13,134,119,203,45,204,162
ADGRL1,10,2,70,76,132,31,78,73
SPP2,0,0,0,0,0,0,0,0
ACTN1,67,63,914,873,342,80,542,475
ZFYVE26,12,5,85,66,55,5,81,74
RPS6KA6,4,9,0,0,48,23,39,37
EPN2,29,28,206,131,103,25,171,122
PTPN18,15,6,30,22,57,10,70,70
LIMS2,0,0,10,11,19,2,7,16
ASIC4,0,0,0,1,2,0,8,7
SPEG,4,2,59,61,6,6,20,30
LNX1,0,2,3,5,0,0,0,0
ALDH3A2,42,34,164,93,124,46,341,252
TFRC,89,74,281,285,244,59,360,348
SREBF1,10,4,15,15,13,3,31,48
TRPC5,0,0,0,0,0,0,0,0
AFF4,59,38,357,224,268,79,281,206
UBE2D1,62,70,143,130,82,40,223,267
PALS1,37,21,113,81,163,51,216,198
RHOBTB1,13,13,161,95,66,16,100,93
SMC1A,55,43,178,162,680,164,844,908
HSD17B10,269,222,801,675,1147,316,1050,1108
MARK2,15,14,48,47,58,4,62,93
HMMR,202,142,112,89,458,108,792,716
CHFR,50,18,143,99,107,43,170,202
TRHDE,0,0,0,0,1,0,4,5
P4HA2,28,25,697,593,93,34,116,118
FCGR2B,0,0,0,0,0,0,0,0
NFATC3,13,6,44,29,81,21,102,114
TRNT1,92,51,257,195,158,67,273,286
ACADVL,18,32,126,141,134,41,156,227
STK10,9,6,74,84,61,13,54,62
FBXW11,32,26,160,113,182,45,243,238
ACAP1,1,5,11,8,5,6,15,5
CRMP1,101,73,181,190,473,162,908,864
EVC,6,6,26,32,28,8,20,13
DERL2,200,145,549,510,415,143,602,606
SIDT1,0,0,0,0,1,1,0,0
NDE1,41,17,80,84,119,31,143,110
IRAG1,13,3,200,165,41,8,47,21
TMEM38A,5,5,7,8,43,5,26,8
AP1M1,53,45,216,206,328,98,503,486
PVR,9,7,127,106,39,2,81,43
XRCC1,16,11,27,32,58,24,77,79
SCARB1,11,6,100,113,142,22,185,195
CYP2W1,0,0,0,0,0,1,0,0
MCM2,28,17,32,30,255,64,454,459
MOV10L1,0,1,6,5,0,3,1,2
PANX2,0,0,2,7,3,4,12,8
SELENOO,3,9,8,15,9,4,29,35
TP63,0,0,0,0,0,0,0,0
ALPK1,0,0,51,58,1,0,18,14
LLGL2,0,2,0,0,5,0,2,7
PDE8A,4,5,31,37,17,4,18,18
CLCN4,11,4,85,44,30,8,44,30
NLE1,28,17,72,76,74,23,178,211
SDHA,2,0,4,2,10,4,11,11
SMARCE1,226,197,446,369,427,174,852,750
FNDC8,0,0,0,0,0,0,0,7
GSDMB,3,0,1,4,2,1,3,2
KDM5A,64,25,248,179,219,46,301,228
ADAM11,0,1,5,6,4,1,8,28
PPP2R3A,14,5,77,62,105,22,104,136
FERMT2,141,130,1422,1054,436,137,742,604
ABCB11,0,0,0,0,0,0,0,0
DHRS9,0,0,0,0,0,0,0,0
CD5L,0,0,0,0,0,0,0,0
PTGS2,0,0,3,0,0,0,0,0
IGF2BP2,83,56,425,285,499,114,722,668
MAP3K13,261,166,288,242,731,190,438,430
ST6GAL1,7,2,50,41,22,7,48,58
TBX21,0,0,0,0,0,0,0,0
VDAC1P1,1,0,2,1,6,3,11,3
FRY,0,1,1,0,18,0,18,9
PICALM,34,24,269,211,141,45,173,145
NSF,11,11,56,52,60,9,58,57
GLI2,16,16,33,44,109,26,151,171
CLASP1,21,26,148,88,193,59,247,268
MRPS34,78,50,136,132,204,41,381,413
NOTCH3,14,13,80,75,116,17,173,137
CLNS1A,242,173,339,280,395,145,929,893
PPP2R2C,0,0,0,0,0,0,1,0
TEAD2,21,18,103,84,146,27,192,193
